danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,Expected Popularity
-0.331029128,-0.043760612,-0.096864152,0.558082354,-1.144338828,-0.72144423,-0.23437096,-0.362286073,0.302126133,-1.012781482,1
-1.026796755,0.149854119,1.564997931,0.273925759,-1.144338828,-0.437929097,0.406698074,-0.362960812,-0.868589917,-0.167129247,1
1.900938309,0.747293863,1.564997931,0.908486109,-1.144338828,0.194073388,-0.729294186,0.746199133,-0.794802524,-0.175758351,1
0.578290939,-0.624604808,-1.481749222,-0.342475473,0.873867054,2.664986528,-0.126778954,-0.362960812,-0.52139388,-0.356969545,1
1.239614624,-0.862474335,-1.204772208,-0.447394831,0.873867054,0.656754334,-0.310581964,-0.344936963,-0.638004313,0.523199108,1
0.936507935,0.719634616,0.457089875,0.111838801,0.873867054,-0.385754437,-0.055050951,-0.358154452,-0.589910745,0.454166273,1
0.337183345,-0.06588801,1.011043903,-1.95729201,0.873867054,-0.671238425,-0.751260888,-0.362829561,-0.727603291,1.623409924,1
1.714941023,-0.165461301,1.564997931,0.930680589,-1.144338828,2.438568192,0.644297087,-0.362960812,-0.657768794,1.450827835,1
0.254517885,-0.641200356,-0.373841166,-2.65910836,0.873867054,-0.752945911,-0.745432987,-0.324325074,-0.677533274,1.442198731,0
0.833176109,-0.740773647,0.180112862,-0.129946516,-1.144338828,-0.29223382,-0.23885396,-0.362960812,1.38917255,0.72166851,2
0.626512458,0.636656874,1.011043903,0.262155959,-1.144338828,-0.446788944,-0.648600182,-0.362791665,-0.51480572,0.182349483,2
-0.220808514,-1.089280164,-0.927795194,-1.062114662,0.873867054,-0.149491826,0.500841079,-0.362876239,0.223068212,-1.275969167,1
-1.770785901,-0.713114399,1.288020917,-0.242600314,0.873867054,-0.541293989,2.294041174,-0.362960812,-0.670945114,-0.119669173,1
0.757399437,0.714102766,-0.096864152,-0.51027919,-1.144338828,0.390958897,0.115303058,-0.362960812,-0.409395158,0.859734181,1
-0.503248838,-0.276098291,-0.927795194,0.103431801,0.873867054,-0.667300715,0.478426078,-0.362960812,-0.014105552,0.083114782,1
-0.799466738,0.608997626,-1.204772208,1.156324466,0.873867054,-0.329642067,-0.455831172,-0.362881784,-0.079987153,-1.250081854,1
0.860731263,1.361329156,0.457089875,0.744045192,0.873867054,-0.07172205,-0.158159956,-0.335878823,0.783061821,1.028001718,1
-0.262141244,1.062609284,-0.096864152,-1.191246181,0.873867054,-0.703724534,-0.274717962,3.084678018,-0.730897371,1.209212911,1
-0.592803087,1.128991477,-1.481749222,1.432410342,-1.144338828,-0.630876896,-0.306098964,0.773928132,-0.198574035,-0.279307605,1
0.826287321,-0.364607882,0.457089875,0.19523624,0.873867054,-0.276482979,0.783270094,-0.362960812,-0.609675225,-0.287936709,0
-3.554982093,1.698771974,1.288020917,-2.692400079,-1.144338828,0.095630633,1.850224151,4.230809961,2.522336088,-2.203554749,1
-0.75124522,0.620061325,0.457089875,0.333111038,0.873867054,2.399191091,0.13771806,-0.361163049,1.448465991,0.592231944,2
-0.344806705,-2.051821974,-1.481749222,-1.421261697,0.873867054,0.262983316,0.967073104,3.694715987,2.996683616,-0.559753499,1
0.10296454,0.824739756,-0.373841166,0.527144595,-1.144338828,1.690403258,0.671195088,-0.362960812,-0.389630678,0.324729706,1
0.605846092,-0.807155841,1.564997931,-0.230830514,-1.144338828,1.847911665,-0.769730849,-0.362826326,-0.683462618,1.49828791,1
-1.543455884,0.863462702,0.457089875,0.564807954,0.873867054,-0.499948032,-0.768072138,-0.284395316,-0.284220116,-1.916248716,1
-0.358584282,0.797080509,-0.096864152,0.030795322,-1.144338828,-0.473368488,1.070182109,-0.362936041,-0.567511,0.070171125,1
0.605846092,0.758357562,0.734066889,1.023830148,0.873867054,-0.55704483,-0.484074073,-0.362960812,-0.825766876,0.579288287,1
0.495625478,0.846867154,-0.096864152,-0.712383467,0.873867054,-0.703724534,-0.03711895,-0.362950737,-0.705203547,1.019372613,1
-0.358584282,-1.990971629,1.564997931,-1.985539529,-1.144338828,-0.756883621,0.998454105,3.976627474,-0.284220116,-1.788969426,1
0.213185154,-0.403330829,1.564997931,-0.439324111,-1.144338828,1.109591006,2.563021188,-0.362936457,-0.198574035,0.933081569,0
-0.427472165,0.824739756,-0.373841166,0.17035152,-1.144338828,-0.707662244,-0.502454374,2.400696051,-0.317160916,-1.401091182,1
-0.448138531,0.45963769,0.180112862,0.029786482,0.873867054,-0.749008201,-0.681326084,0.505881145,0.671063099,-1.452865808,1
0.929619147,-0.375671581,-1.204772208,0.374473477,0.873867054,-0.528496431,-0.777889909,-0.354272392,0.928001343,-0.607213573,1
0.006521503,-0.873538034,1.011043903,-0.760135227,-1.144338828,-0.492072612,-0.693878484,-0.362960812,0.07812869,-0.395800515,1
1.776940118,-0.580350012,0.457089875,0.14143144,-1.144338828,-0.389692147,-0.443278771,-0.362179779,-0.55433468,-0.784110214,2
0.206296366,-1.34927709,-0.927795194,-1.122645062,0.873867054,0.459868825,-0.324030965,-0.362960812,0.618357818,-1.215565436,2
-0.647913394,-1.199917154,-0.373841166,-2.225979726,0.873867054,-0.732272933,0.375317072,-0.362960812,2.01504776,-0.339711336,1
0.805620956,1.034950036,1.288020917,0.797849991,0.873867054,-0.493057039,-0.787214549,3.606907492,-0.715744603,1.726959177,1
-0.103699111,-1.056089067,0.457089875,0.014317602,-1.144338828,0.135007735,-0.60914978,-0.362960812,-0.475276759,-0.85314305,1
-0.19325336,1.499625393,1.564997931,1.56725862,0.873867054,0.55831158,-0.809051244,3.089299517,-0.788214364,-1.241452749,1
0.185630001,0.094535625,1.564997931,1.045352068,-1.144338828,-0.289280537,-0.753502388,-0.362960812,1.685639755,-0.257734844,1
-0.089921535,-0.115674656,0.734066889,-0.454792991,-1.144338828,-0.218401754,-0.064016951,-0.362960812,-0.060222672,0.523199108,1
0.034076656,1.046013735,1.011043903,0.537905555,-1.144338828,0.942238323,0.209446063,-0.362960812,0.796238141,1.235100224,1
-0.427472165,1.173246273,-1.481749222,0.076193121,0.873867054,-0.674191708,-0.766951388,-0.362785657,2.239045204,0.639692018,1
1.804495272,-0.735241797,0.734066889,0.504950115,0.873867054,1.897133042,-0.759330288,-0.362960812,-0.605063513,-0.555438947,1
-0.730578854,1.289415112,-0.096864152,0.708735792,-1.144338828,-0.445804517,-0.80653628,1.088190116,1.889872718,-1.470124017,1
0.9571743,-0.06588801,1.564997931,0.823070991,0.873867054,-0.491088184,0.469460077,-0.362859601,-0.56092284,1.524175223,1
-0.248363667,-0.436521925,0.180112862,0.441056916,0.873867054,-0.525543148,-0.60556338,-0.362952493,-0.941718494,0.933081569,1
0.282073038,-2.228841157,-0.373841166,-0.059327717,-1.144338828,-0.554091547,3.284784227,-0.362866533,-0.613628121,-0.486406111,1
0.674733976,1.52728464,-0.927795194,0.998945428,-1.144338828,0.843795568,0.097371058,-0.36264655,0.025423409,0.406706198,1
-0.565247933,-1.288426745,-1.204772208,-0.039150917,0.873867054,0.735508538,-0.369757567,-0.362960812,0.256009013,-0.210274769,1
-0.951020083,-0.298225688,1.011043903,-0.321626113,-1.144338828,0.351581795,-0.122295954,-0.362960812,-0.709156443,0.346302467,1
-0.503248838,1.090268531,-1.204772208,0.262828519,-1.144338828,-0.718490947,-0.60197698,3.398940002,0.796238141,-0.19301656,1
0.171852424,0.874526401,1.288020917,0.127643961,-1.144338828,2.064485725,0.14668406,-0.362960812,1.151998787,1.338649477,1
0.282073038,-0.193120548,-0.096864152,0.099060161,0.873867054,-0.022500672,-0.579561978,-0.362939137,-0.290808276,0.471424481,1
0.798732167,-0.06588801,0.180112862,0.442065756,0.873867054,-0.506839025,2.531640187,-0.362960812,-0.840260829,-0.904917676,1
-0.96479766,0.133258571,1.564997931,-0.357608072,0.873867054,-0.523574293,1.09259711,-0.362622056,-0.159045074,1.105663658,1
0.082298175,0.232831862,1.288020917,-0.182069915,0.873867054,2.18261703,1.245019118,-0.362960812,-0.56092284,0.91582336,1
-0.213919726,0.13879042,0.180112862,0.275270879,0.873867054,-0.528496431,1.877122152,-0.362960812,0.328478774,0.553400974,1
-0.716801278,-1.393531885,-0.096864152,0.104776921,0.873867054,-0.152445108,1.025352107,-0.362948935,-0.5345702,0.061542021,1
-0.765022796,-0.635668507,-0.927795194,-0.680100588,0.873867054,-0.656472012,-0.761571788,-0.362658566,-0.783602652,1.330020373,1
0.633401246,-0.342480484,-1.204772208,-0.49581915,0.873867054,-0.62103262,2.719926197,-0.259439217,-0.588593113,0.816588659,1
-1.013019178,1.593666834,1.288020917,1.187598505,-1.144338828,-0.169180377,-0.81233011,-0.356398282,-0.508217559,0.91582336,1
-0.269030033,-1.548423671,-0.373841166,-2.502401882,-1.144338828,-0.758852477,0.303589068,-0.124029274,-0.376454357,0.087429334,1
-0.675468547,0.924313047,1.288020917,0.17674084,-1.144338828,-0.594453076,-0.812639527,-0.289478966,-0.475276759,0.514570004,1
1.446278276,0.835803455,-0.096864152,1.497312381,0.873867054,0.174384837,-0.388137868,-0.356490712,-0.711791707,1.269616642,1
-0.158809418,0.171981517,-0.096864152,0.296120238,-1.144338828,-0.518652155,-0.79030782,-0.362068863,-0.757250011,-0.870401259,1
0.853842474,-0.696518851,0.457089875,-0.004514077,-1.144338828,0.518934478,2.173000168,-0.362960812,0.895060543,-0.77548111,1
0.013410291,-0.419926377,1.564997931,0.289394638,-1.144338828,-0.417256118,0.397732073,-0.362960812,-0.007517392,-1.396776629,1
-0.269030033,0.719634616,0.457089875,0.659975193,0.873867054,-0.616110482,-0.753502388,-0.362960812,0.657886779,0.298842393,1
-0.909687353,-2.638198018,0.180112862,-2.296262245,0.873867054,-0.759836904,2.939593208,-0.362960812,-0.5345702,-0.788424766,1
0.681622765,0.337937002,1.011043903,0.494861715,-1.144338828,1.985731521,1.27640012,-0.362960812,-0.51480572,0.600861048,1
1.253392201,1.217501069,-0.65081818,0.468631876,0.873867054,0.578000131,0.370834072,-0.362960812,-0.871225181,1.921114027,1
0.247629096,0.476233239,0.457089875,0.671744993,0.873867054,-0.685020411,-0.032635949,-0.362587395,-0.624827993,1.429255074,1
-1.288570714,-1.282894896,-1.204772208,-0.061345397,0.873867054,-0.767712324,1.428822128,-0.362960812,-0.376454357,0.41102075,1
-0.124365476,-1.144598659,1.564997931,-0.349201073,-1.144338828,1.178500934,-0.542353076,-0.362484798,-0.442335958,-1.224194541,1
0.082298175,-1.255235648,0.457089875,-0.332050793,0.873867054,-0.496010322,-0.648600182,-0.326820684,-0.52139388,-0.486406111,1
0.964063089,0.835803455,1.564997931,0.417181036,0.873867054,1.651026156,-0.520834675,-0.362960812,-0.666333402,0.03996926,1
-2.438998374,-0.613541109,-1.204772208,-0.299095353,0.873867054,-0.589530939,-0.22540496,-0.362960812,1.98210696,-0.339711336,1
-0.565247933,0.520488035,-1.481749222,0.633745353,0.873867054,-0.728335223,-0.346445966,-0.362732972,-0.670286298,-1.142218048,1
-1.068129485,1.200905521,0.180112862,0.704700432,-1.144338828,-0.672222852,-0.807881181,2.876710528,0.835767102,-0.926490437,1
-0.992352813,-1.642465112,0.457089875,-2.131485047,0.873867054,-0.761805759,0.312555069,0.455044648,-0.51480572,-1.215565436,1
0.116742117,1.322606209,0.734066889,0.620966714,0.873867054,-0.349330617,-0.649945082,-0.362960812,-0.860025309,1.360222239,1
0.337183345,0.188577066,1.564997931,-0.669675908,0.873867054,-0.607250634,-0.301615964,-0.362604957,-0.093163473,1.959944997,1
0.91584157,0.393255497,0.457089875,0.564807954,0.873867054,-0.711599954,1.011903106,-0.362960812,-0.606381145,1.701071864,1
1.928493463,0.100067474,0.734066889,0.048281882,0.873867054,2.005420072,-0.728397586,-0.362960812,-0.383042517,1.554377088,1
0.716066707,-0.480776721,1.011043903,0.684859913,0.873867054,-0.686004838,2.110238164,-0.362960812,0.611769658,1.921114027,1
0.254517885,0.67537982,-0.927795194,0.805248151,0.873867054,0.12516346,0.213929064,-0.362960812,-0.630757337,1.30413306,2
0.116742117,1.040481886,1.011043903,1.301261144,0.873867054,0.390958897,0.51429008,-0.362946901,-0.717062235,-1.193992675,2
0.571402151,-1.260767498,0.457089875,-0.52036759,-1.144338828,-0.651549874,0.550154082,-0.344289953,-0.57409916,-1.012781482,1
-0.723690066,0.050280829,-1.204772208,-0.135999556,0.873867054,-0.570826815,-0.542353076,-0.356398282,-0.389630678,-0.684875513,1
-0.606580664,0.531551734,1.564997931,0.711426032,0.873867054,0.154696286,1.715734143,-0.362960812,0.69741574,0.398077094,1
1.039839761,0.183045216,1.288020917,-0.575853789,-1.144338828,1.42460782,-0.719431586,0.912573125,-0.389630678,0.454166273,1
-0.661690971,0.393255497,-0.927795194,0.026087402,-1.144338828,0.302360418,0.859481098,-0.362960812,-0.205162195,0.376504333,1
0.908952781,0.56474283,-0.096864152,0.673426393,0.873867054,-0.390676574,-0.702396185,2.488504547,-0.621533913,0.687152092,1
0.812509744,1.278351413,-0.65081818,1.324800744,0.873867054,1.985731521,1.002937106,-0.362960812,-0.79875542,1.053889031,1
-1.701898017,0.669847971,-1.481749222,0.053662362,-1.144338828,-0.052033499,-0.754847288,-0.361454203,-0.724309211,-0.171443799,1
0.385404864,0.581338379,-1.204772208,1.202394825,0.873867054,1.09974673,0.828100096,-0.36294094,0.381184055,0.907194256,2
1.377390392,0.393255497,-1.204772208,0.14075888,0.873867054,1.365542167,-0.632461381,-0.362960812,1.560464713,0.29452784,1
0.764288225,-1.791825048,1.288020917,-0.408386352,0.873867054,-0.519636583,0.164616061,-0.362960812,-0.455512279,0.113316647,1
-1.502123154,0.852399003,-1.481749222,0.15622776,0.873867054,1.326165066,-0.702396185,-0.362960812,-0.323749077,-0.917861333,1
-0.96479766,-1.2386401,-0.927795194,-0.143061436,0.873867054,-0.754914766,1.101563111,-0.362951754,-0.396218838,-0.438946037,1
0.220073943,-1.172257906,1.288020917,-0.262440834,0.873867054,-0.253841145,0.841549097,-0.362956052,-0.81193174,-0.982579616,2
-0.468804896,1.455370597,0.457089875,0.810964911,0.873867054,-0.601344069,0.370834072,-0.362806454,-0.257867475,-0.326767679,1
-0.916576141,1.466434296,-0.927795194,1.091422427,0.873867054,-0.498963604,-0.808634325,-0.361911732,-0.238102995,-0.361284097,1
0.6609564,-1.565019219,-1.481749222,-1.316006059,-1.144338828,0.243294765,2.845450203,-0.352932157,-0.55433468,-1.206936332,1
0.247629096,0.78601681,0.180112862,1.170448226,0.873867054,-0.442851234,-0.22540496,-0.362960812,-0.758567643,1.002114404,2
-1.226571618,-1.194385304,1.564997931,-0.054956077,0.873867054,-0.698802396,-0.243336961,-0.362960812,-0.251279315,-1.655649762,1
-0.007256074,1.322606209,0.457089875,0.1370598,0.873867054,-0.71750652,-0.810727886,4.004356472,-0.680168538,-1.401091182,1
-0.723690066,-0.099079107,1.564997931,0.974733269,0.873867054,1.867600216,0.581535083,-0.362960812,-0.455512279,0.324729706,1
-1.440124058,1.405583951,-0.927795194,1.085705667,0.873867054,-0.420209401,-0.812557398,-0.362637769,-0.815884636,-0.883344915,1
0.226962731,0.78048496,1.288020917,0.310243998,-1.144338828,1.158812383,-0.740053387,-0.362960812,-0.871225181,0.298842393,1
0.6609564,0.337937002,1.288020917,0.1471482,-1.144338828,-0.67714499,1.173291115,-0.362960812,-0.501629399,1.476715148,1
-0.296585186,1.095800381,1.011043903,0.375146037,0.873867054,1.42460782,0.088405057,-0.362960812,2.212692563,-0.102410964,1
0.481847902,-0.779496593,-0.927795194,-0.454456711,-1.144338828,0.322048969,0.204963063,-0.362202886,0.06495237,0.415335303,2
-0.262141244,1.040481886,-0.096864152,0.88629163,-1.144338828,-0.726366367,-0.775648409,0.071922317,-0.583981401,0.100372991,1
-0.1105879,1.018354488,-1.481749222,0.302173278,0.873867054,-0.793307441,-0.811543792,-0.320951379,-0.290808276,1.092720001,1
-0.262141244,-0.115674656,1.011043903,-0.079840796,0.873867054,0.410647448,2.930627208,-0.362960812,-0.823131612,0.324729706,1
1.177615529,-0.336948635,-0.096864152,0.232563319,-1.144338828,1.365542167,1.904020153,-0.362960812,-0.462100439,0.889936047,1
-0.303473975,1.438775048,-0.096864152,1.673523099,-1.144338828,-0.3522839,-0.8040258,3.380454003,1.053176385,-0.991208721,1
0.729844283,1.012822638,1.011043903,0.763549432,0.873867054,-0.565904678,-0.733328887,-0.362609578,-1.055693664,1.877968505,1
-1.061240697,-1.233108251,-1.481749222,-0.431589671,0.873867054,-0.803151716,0.491875078,-0.362960812,1.36940807,-0.762537453,1
0.950285512,-0.713114399,0.457089875,-1.264218939,0.873867054,-0.670253997,-0.393965769,-0.360506796,-0.823790428,1.942686788,1
-1.453901635,0.393255497,1.288020917,0.565144234,0.873867054,-0.731288505,-0.80662594,-0.362960812,-0.587275481,0.139203961,2
-0.716801278,-0.336948635,-0.373841166,0.634081633,-1.144338828,-0.286327254,0.868447098,-0.362960812,0.519535417,0.76049948,1
0.791843379,-0.331416785,1.564997931,0.16530732,0.873867054,-0.703724534,0.464977077,-0.362960812,0.71718022,0.514570004,1
1.42561191,0.974099692,-1.204772208,1.049387427,0.873867054,0.213761939,0.33048707,-0.362341531,-0.930518622,1.808935669,1
-0.296585186,-1.791825048,0.734066889,-2.844734917,0.873867054,-0.708646672,2.226796171,-0.352100288,-0.297396436,0.958968882,1
0.116742117,1.040481886,1.011043903,1.301261144,0.873867054,0.390958897,0.51429008,-0.362946901,-0.717062235,-1.193992675,2
1.094950068,-0.348012334,-0.927795194,0.388260957,0.873867054,1.168656658,-0.216438959,-0.362960812,-0.783602652,0.881306942,2
0.99850703,0.509424336,1.011043903,0.652913313,0.873867054,0.981615425,-0.185057957,-0.362960812,-0.429159638,-0.326767679,0
0.881397628,1.239628467,-0.927795194,0.698311112,0.873867054,1.267099413,0.456011077,-0.362960812,-0.462100439,1.571635297,1
0.302739403,0.835803455,1.011043903,-0.216370474,0.873867054,-0.590515366,-0.771568879,0.515124145,-0.495041239,-1.822622933,1
1.838939214,0.492828787,1.288020917,0.730593992,-1.144338828,-0.252856718,0.290140068,-0.362960812,-0.80534358,1.010743509,1
-0.468804896,-0.442053775,-1.481749222,0.567834474,0.873867054,-0.734241788,1.733666144,-0.362960812,-0.794802524,-1.383832973,1
0.833176109,0.537083583,-1.204772208,0.626683473,0.873867054,-0.634814606,-0.530697276,-0.362960812,-0.627463257,1.748531938,1
1.081172491,-0.104610957,1.011043903,0.357659477,0.873867054,-0.683051555,2.307490175,0.177754661,-0.57409916,1.692442759,1
0.440515171,1.200905521,-1.204772208,0.84829199,0.873867054,-0.032344948,-0.545042877,-0.362457069,0.809414461,0.009767394,1
-1.1783501,0.299214055,0.180112862,-0.176689435,0.873867054,-0.655487584,-0.721673086,-0.334908308,-0.585957849,-0.615842678,0
0.647178823,-0.458649323,-0.927795194,-0.444704591,0.873867054,0.194073388,0.756372093,-0.362960812,1.086117186,1.122921867,1
0.902063993,-1.194385304,-0.373841166,-0.210317435,0.873867054,-0.62890804,1.64848914,-0.362960812,1.059764545,1.506917014,1
-2.280556241,-1.642465112,-0.373841166,-0.744330067,0.873867054,-0.73719507,3.051668214,-0.362545339,-0.52139388,-1.938684388,1
0.853842474,0.105599324,1.011043903,-0.579889149,-1.144338828,-0.301093668,-0.543697977,3.85184698,-0.448924118,-1.245767302,1
-0.15192063,-0.049292462,-1.481749222,-1.669436334,0.873867054,-0.732272933,-0.41817397,0.357993152,-0.742097243,1.644982685,1
-0.241474879,0.802612358,-1.204772208,0.120918361,0.873867054,-0.748023773,-0.776500179,-0.362960812,-0.139280594,-1.49601133,1
1.260280989,0.857930853,-0.927795194,0.440384356,-1.144338828,-0.714553237,0.012194053,-0.362886868,-0.790849628,1.666555446,1
0.089186963,0.691975368,-1.204772208,-0.218724434,0.873867054,-0.746054918,-0.785376519,-0.362960812,-0.742756059,0.178034931,1
-2.425220798,-1.332681541,-1.481749222,0.217094439,-1.144338828,-0.767712324,3.455138236,-0.362883171,-0.389630678,-1.297541928,1
-1.777674689,-0.901197282,1.288020917,-0.152477275,-1.144338828,-0.532434141,1.334679123,-0.362954527,-0.765814619,-0.689190065,1
0.970951877,-0.773964744,-1.481749222,-0.318935873,0.873867054,1.276943688,-0.283683963,-0.362960812,-0.501629399,0.37218978,1
1.198281894,0.537083583,-0.927795194,0.549002795,-1.144338828,-0.245965725,0.460494077,-0.360793329,0.10448133,0.587917391,1
