danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,edm,latin,pop,r&b,rap,rock,predicted_value
0.654,0.787,4.0,-4.999,1.0,0.0502,0.00515,0.0,0.144,0.409,123.978,164490.0,0,0,1,0,0,0,0.0
0.834,0.826,0.0,-7.036,1.0,0.067,0.127,6.33e-06,0.0924,0.6,95.016,183947.0,0,1,0,0,0,0,0.0
0.793,0.631,2.0,-6.837,1.0,0.406,0.0558,0.0,0.322,0.741,168.92,196960.0,0,1,0,0,0,0,0.0
0.694,0.523,2.0,-6.407,0.0,0.0254,0.875,0.000172,0.352,0.472,97.985,209453.0,0,0,0,1,0,0,0.0
0.572,0.89,6.0,-4.139,0.0,0.039,0.00082,0.00937,0.564,0.765,158.038,219773.0,0,0,1,0,0,0,0.0
0.897,0.513,8.0,-9.653,1.0,0.389,0.521,0.000583,0.072,0.798,130.077,140856.0,0,0,0,0,1,0,0.0
0.823,0.733,1.0,-5.474,1.0,0.0628,0.0349,0.0,0.324,0.397,97.972,284387.0,0,0,0,1,0,0,0.0
0.757,0.849,5.0,-3.424,0.0,0.0536,0.173,0.0,0.0878,0.826,150.036,228207.0,0,0,1,0,0,0,1.0
0.541,0.822,3.0,-10.978,1.0,0.049,0.214,0.00314,0.0521,0.719,116.659,213960.0,0,0,0,0,0,1,0.0
0.59,0.847,2.0,-5.116,0.0,0.0269,0.00732,0.495,0.0672,0.0745,120.012,244918.0,1,0,0,0,0,0,0.0
0.49,0.866,7.0,-3.152,1.0,0.0406,0.0182,0.0,0.106,0.185,127.998,219844.0,1,0,0,0,0,0,0.0
0.791,0.759,9.0,-5.67,1.0,0.037,0.0823,4.44e-05,0.0993,0.917,124.725,214880.0,0,0,0,0,0,1,1.0
0.738,0.629,6.0,-4.882,0.0,0.0495,0.268,0.00114,0.163,0.319,146.067,180898.0,0,0,0,0,1,0,0.0
0.611,0.714,9.0,-4.696,0.0,0.856,0.184,0.0,0.145,0.628,196.043,175828.0,0,0,0,0,1,0,0.0
0.773,0.709,11.0,-6.51,0.0,0.0801,0.0314,9.43e-05,0.084,0.594,119.969,203000.0,0,0,1,0,0,0,1.0
0.554,0.313,4.0,-8.542,1.0,0.0352,0.844,5.76e-05,0.105,0.507,82.672,164560.0,0,0,0,1,0,0,0.0
0.59,0.823,5.0,-4.606,0.0,0.0394,0.00187,0.0,0.375,0.571,129.969,170427.0,0,0,0,0,0,1,0.0
0.802,0.591,8.0,-4.895,1.0,0.225,0.0104,0.0,0.196,0.309,139.864,157712.0,0,0,0,0,1,0,1.0
0.802,0.82,10.0,-5.969,0.0,0.146,0.0579,0.0,0.149,0.613,164.005,172196.0,0,0,0,0,1,0,1.0
0.754,0.714,8.0,-4.845,1.0,0.0436,0.0335,2.63e-06,0.0777,0.562,95.015,206947.0,0,1,0,0,0,0,1.0
0.769,0.781,0.0,-5.472,1.0,0.0797,0.119,0.000371,0.0506,0.826,95.02,269973.0,0,0,0,1,0,0,0.0
0.643,0.846,4.0,-3.593,0.0,0.0787,0.0157,0.0,0.156,0.728,173.997,202093.0,0,1,0,0,0,0,1.0
0.516,0.938,9.0,-6.113,0.0,0.0389,0.000162,0.856,0.281,0.721,119.933,270000.0,0,0,0,0,0,1,0.0
0.555,0.8,11.0,-4.665,0.0,0.0554,0.00303,0.0,0.186,0.299,126.042,178095.0,1,0,0,0,0,0,0.0
0.744,0.709,0.0,-5.359,1.0,0.101,0.275,0.0,0.126,0.72,89.969,141333.0,0,0,0,0,1,0,0.0
0.356,0.806,9.0,-5.545,1.0,0.0467,0.000291,0.000928,0.23,0.265,128.279,195317.0,0,0,0,0,1,0,0.0
0.604,0.938,8.0,-4.29,1.0,0.0458,0.000313,0.0117,0.0621,0.135,127.994,285000.0,1,0,0,0,0,0,0.0
0.626,0.837,8.0,-7.259,1.0,0.0573,0.000423,0.0,0.183,0.526,128.054,220760.0,0,0,0,0,0,1,0.0
0.816,0.775,11.0,-3.323,1.0,0.234,0.16,0.00031,0.0543,0.527,93.431,270587.0,0,0,0,0,1,0,0.0
0.613,0.765,9.0,-2.974,0.0,0.0568,0.055,0.0,0.205,0.335,144.893,210307.0,1,0,0,0,0,0,0.0
0.808,0.863,5.0,-4.398,0.0,0.0744,0.228,0.0,0.156,0.672,140.001,190400.0,1,0,0,0,0,0,0.0
0.576,0.931,7.0,-2.491,1.0,0.0563,0.00085,0.0,0.143,0.735,133.987,245747.0,0,0,0,0,0,1,0.0
0.933,0.658,1.0,-6.477,1.0,0.124,0.0028,0.629,0.0314,0.398,123.996,321290.0,1,0,0,0,0,0,0.0
0.626,0.888,2.0,-3.361,1.0,0.109,0.00792,0.127,0.343,0.308,128.008,367432.0,1,0,0,0,0,0,0.0
0.859,0.599,9.0,-5.254,1.0,0.0614,0.000362,8.2e-06,0.13,0.319,140.005,252520.0,0,0,0,0,1,0,0.0
0.624,0.991,1.0,-3.467,0.0,0.135,0.0289,0.0107,0.0477,0.535,95.472,209213.0,0,0,0,0,0,1,0.0
0.823,0.752,2.0,-8.268,1.0,0.205,0.0119,0.444,0.0474,0.606,126.005,169368.0,1,0,0,0,0,0,0.0
0.351,0.185,5.0,-17.586,1.0,0.0369,0.62,2.08e-06,0.142,0.262,203.357,195368.0,1,0,0,0,0,0,0.0
0.558,0.955,1.0,-4.313,1.0,0.0882,0.0211,0.42,0.174,0.226,128.014,225429.0,1,0,0,0,0,0,0.0
0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0,0,0,1,0,0,0,1.0
0.611,0.74,8.0,-7.504,1.0,0.0583,0.166,3.61e-06,0.241,0.495,110.019,154909.0,0,1,0,0,0,0,0.0
0.672,0.279,7.0,-9.237,0.0,0.0421,0.402,0.000125,0.0946,0.478,133.625,251886.0,0,0,0,1,0,0,1.0
0.376,0.43,0.0,-6.585,0.0,0.0328,0.0902,0.0,0.0912,0.129,77.599,177323.0,0,0,0,1,0,0,0.0
0.884,0.462,1.0,-8.828,1.0,0.0905,0.00316,0.124,0.27,0.531,120.039,218875.0,0,0,1,0,0,0,0.0
0.683,0.747,8.0,-3.465,0.0,0.113,0.0261,1.96e-05,0.261,0.722,81.998,221013.0,0,0,0,1,0,0,0.0
0.446,0.598,2.0,-11.264,0.0,0.0363,0.0112,0.0,0.057,0.778,124.251,247373.0,0,0,0,0,0,1,0.0
0.84,0.617,5.0,-5.2,1.0,0.0698,0.175,1.81e-05,0.202,0.659,100.001,265941.0,0,1,0,0,0,0,1.0
0.74,0.614,1.0,-7.092,0.0,0.315,0.543,0.0,0.109,0.813,93.449,130640.0,0,0,0,0,1,0,0.0
0.962,0.569,8.0,-6.589,1.0,0.122,0.0884,4.19e-05,0.0933,0.886,122.024,331576.0,1,0,0,0,0,0,0.0
0.778,0.784,11.0,-4.092,0.0,0.0384,0.126,0.0049,0.168,0.893,107.22,254973.0,0,0,0,1,0,0,0.0
0.683,0.265,0.0,-12.735,1.0,0.0293,0.933,0.0,0.71,0.647,102.08,149560.0,0,0,0,1,0,0,0.0
0.727,0.725,11.0,-10.0,0.0,0.0424,0.0439,0.709,0.178,0.69,126.005,228591.0,1,0,0,0,0,0,0.0
0.338,0.921,1.0,-5.859,1.0,0.037,0.0133,0.163,0.0851,0.506,120.025,209773.0,0,0,1,0,0,0,0.0
0.579,0.758,11.0,-7.08,1.0,0.0281,0.0731,0.00292,0.708,0.288,109.054,243040.0,0,0,1,0,0,0,0.0
0.49,0.972,10.0,-4.518,0.0,0.111,0.000188,0.0299,0.368,0.376,95.012,238491.0,0,0,0,0,0,1,0.0
0.751,0.786,3.0,-7.441,0.0,0.383,0.0126,0.0,0.107,0.679,95.989,200840.0,0,0,0,0,1,0,0.0
0.724,0.858,5.0,-5.644,0.0,0.0363,0.0221,0.00246,0.261,0.393,117.971,180682.0,1,0,0,0,0,0,0.0
0.53,0.843,6.0,-6.596,1.0,0.201,0.127,1.35e-06,0.302,0.47,82.35,241733.0,0,0,0,1,0,0,0.0
0.813,0.735,0.0,-4.982,0.0,0.0776,0.482,0.00187,0.285,0.853,104.056,277000.0,0,1,0,0,0,0,1.0
0.612,0.961,10.0,-3.078,0.0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,238760.0,0,0,0,1,0,0,0.0
0.643,0.894,6.0,-4.765,0.0,0.374,0.269,4.73e-06,0.257,0.459,86.985,239173.0,0,0,0,1,0,0,0.0
0.8,0.505,0.0,-6.54,1.0,0.115,0.0206,2.05e-05,0.198,0.179,114.972,128418.0,0,0,0,0,1,0,0.0
0.8,0.86,0.0,-3.796,0.0,0.0446,0.306,0.000219,0.24,0.853,108.009,173453.0,1,0,0,0,0,0,0.0
0.55,0.726,2.0,-8.51,1.0,0.0516,0.146,0.00608,0.428,0.37,92.697,307493.0,0,0,0,0,0,1,1.0
0.718,0.624,9.0,-6.099,0.0,0.0401,0.0137,0.0,0.103,0.316,107.994,211667.0,0,1,0,0,0,0,0.0
0.857,0.485,0.0,-10.556,1.0,0.177,0.014,0.513,0.414,0.0577,102.989,365837.0,1,0,0,0,0,0,0.0
0.835,0.707,8.0,-5.074,1.0,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093.0,0,0,0,1,0,0,1.0
0.673,0.871,11.0,-3.316,1.0,0.044,0.426,0.0,0.171,0.948,95.994,197167.0,0,1,0,0,0,0,0.0
0.898,0.56,0.0,-8.891,1.0,0.117,0.00238,0.0,0.108,0.465,146.458,269067.0,0,0,0,0,1,0,0.0
0.821,0.574,0.0,-7.674,1.0,0.108,0.0214,0.686,0.0803,0.591,127.989,375740.0,1,0,0,0,0,0,0.0
0.791,0.619,1.0,-5.886,1.0,0.0532,0.00784,0.00423,0.351,0.371,103.989,173987.0,0,0,0,0,1,0,0.0
0.838,0.826,1.0,-4.371,1.0,0.0895,0.0423,3.13e-06,0.352,0.663,99.99,199293.0,0,1,0,0,0,0,1.0
0.622,0.664,0.0,-7.884,1.0,0.0407,0.379,0.000428,0.261,0.447,140.024,174520.0,0,0,0,0,1,0,0.0
0.868,0.553,7.0,-8.789,0.0,0.107,0.191,0.00121,0.0856,0.49,123.999,208168.0,0,0,0,1,0,0,0.0
0.75,0.636,11.0,-7.485,1.0,0.059,0.141,0.0,0.319,0.639,89.994,251133.0,0,1,0,0,0,0,0.0
0.691,0.841,10.0,-4.832,0.0,0.0633,0.0275,0.000252,0.232,0.403,100.045,183200.0,0,0,1,0,0,0,0.0
0.612,0.913,9.0,-4.668,1.0,0.0492,0.0015,0.0,0.117,0.803,120.001,203267.0,0,0,1,0,0,0,0.0
0.692,0.726,8.0,-5.598,1.0,0.035,0.0204,0.0,0.0659,0.437,99.982,207600.0,0,0,1,0,0,0,1.0
0.772,0.917,9.0,-4.651,1.0,0.0583,0.342,0.0,0.175,0.7,102.004,239213.0,0,1,0,0,0,0,0.0
0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,0,1,0,0,0,0,0.0
0.618,0.826,6.0,-3.226,0.0,0.0462,0.207,1.72e-06,0.435,0.413,126.05,188000.0,1,0,0,0,0,0,0.0
0.736,0.864,8.0,-6.567,1.0,0.0397,0.0179,1.62e-05,0.345,0.763,108.828,194560.0,0,0,1,0,0,0,1.0
0.606,0.893,2.0,-5.411,0.0,0.0705,0.46,0.000249,0.148,0.774,195.961,194427.0,0,0,0,1,0,0,0.0
0.873,0.8,8.0,-5.775,1.0,0.364,0.594,0.0,0.089,0.692,140.04,167262.0,0,0,0,0,1,0,1.0
0.761,0.835,7.0,-3.076,1.0,0.0425,0.031,1.44e-06,0.387,0.766,91.524,284907.0,0,0,0,0,1,0,0.0
0.746,0.876,1.0,-6.042,1.0,0.0345,0.0438,2.51e-06,0.112,0.928,119.97,267827.0,0,1,0,0,0,0,0.0
0.577,0.741,6.0,-3.83,0.0,0.0501,0.298,0.0,0.142,0.581,128.081,230613.0,0,0,1,0,0,0,0.0
0.541,0.508,0.0,-8.266,1.0,0.0602,0.233,7.79e-06,0.334,0.248,143.712,211087.0,0,0,1,0,0,0,0.0
0.886,0.525,8.0,-7.39,1.0,0.131,0.236,0.0,0.057,0.708,145.99,225205.0,0,0,0,0,1,0,1.0
0.693,0.678,8.0,-7.159,1.0,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267.0,0,0,1,0,0,0,1.0
0.72,0.9,5.0,-4.34,1.0,0.394,0.188,0.0,0.365,0.607,90.403,149984.0,0,0,0,0,1,0,0.0
0.772,0.843,8.0,-4.645,0.0,0.0481,0.0204,7.43e-06,0.0885,0.822,104.992,207800.0,0,1,0,0,0,0,0.0
0.661,0.979,1.0,-4.401,0.0,0.0812,0.00665,0.234,0.0837,0.683,125.981,152381.0,1,0,0,0,0,0,0.0
0.493,0.946,0.0,-2.169,1.0,0.0751,0.000649,4.26e-05,0.269,0.749,152.089,187467.0,0,0,1,0,0,0,0.0
0.776,0.5,11.0,-4.788,1.0,0.0979,0.0537,0.0,0.344,0.491,92.027,190435.0,0,0,0,1,0,0,1.0
0.866,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440.0,1,0,0,0,0,0,0.0
0.73,0.861,1.0,-4.1,1.0,0.0451,0.39,0.0,0.213,0.704,117.965,196613.0,0,0,1,0,0,0,1.0
0.577,0.934,0.0,-3.519,0.0,0.178,0.0555,0.0,0.103,0.393,125.923,206667.0,1,0,0,0,0,0,0.0
0.431,0.985,6.0,-4.732,0.0,0.0547,1.18e-05,0.299,0.326,0.532,139.979,341680.0,0,0,1,0,0,0,0.0
0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94,205473.0,0,1,0,0,0,0,1.0
0.789,0.908,7.0,-7.213,1.0,0.0347,0.0354,2.41e-05,0.149,0.952,112.004,241355.0,0,1,0,0,0,0,0.0
0.495,0.777,7.0,-5.764,1.0,0.177,0.119,0.0,0.425,0.812,104.458,231813.0,1,0,0,0,0,0,1.0
0.835,0.818,0.0,-5.439,1.0,0.461,0.0882,0.0,0.0452,0.437,100.102,130764.0,0,1,0,0,0,0,0.0
0.642,0.502,7.0,-6.68,0.0,0.121,0.0454,0.0,0.116,0.313,79.993,228147.0,0,0,0,1,0,0,0.0
0.573,0.88,7.0,-6.9,1.0,0.0469,0.0171,0.0101,0.0752,0.584,125.98,411613.0,0,0,0,0,0,1,0.0
0.771,0.746,7.0,-4.501,1.0,0.146,0.242,0.0,0.0565,0.437,96.974,217400.0,0,0,0,0,1,0,0.0
0.604,0.921,9.0,-1.44,1.0,0.0459,0.0868,0.0,0.0841,0.252,130.03,219360.0,1,0,0,0,0,0,0.0
0.753,0.443,8.0,-9.697,1.0,0.448,0.948,0.67,0.313,0.73,83.047,57831.0,0,0,0,0,1,0,0.0
0.216,0.24,10.0,-12.598,1.0,0.0406,0.843,6.09e-06,0.135,0.0875,128.679,211093.0,0,0,1,0,0,0,0.0
0.492,0.987,4.0,-3.398,1.0,0.122,8.96e-06,0.0,0.231,0.354,103.98,203813.0,0,0,0,0,0,1,0.0
0.619,0.579,4.0,-9.307,1.0,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,225627.0,0,0,0,0,0,1,1.0
0.598,0.888,4.0,-5.119,1.0,0.0807,0.00947,0.0,0.347,0.482,103.966,187133.0,0,0,0,0,0,1,0.0
0.462,0.488,6.0,-11.143,1.0,0.0287,0.115,0.0,0.128,0.33,145.789,236867.0,0,0,0,0,0,1,1.0
0.478,0.796,4.0,-5.225,0.0,0.126,0.0749,0.0105,0.0633,0.204,139.941,189973.0,0,0,0,0,1,0,0.0
0.7,0.518,4.0,-7.191,0.0,0.177,0.0471,0.0,0.1,0.542,75.973,258680.0,0,0,0,0,1,0,1.0
0.798,0.536,8.0,-14.79,1.0,0.0459,0.00372,0.793,0.0946,0.584,125.989,223347.0,1,0,0,0,0,0,0.0
0.303,0.88,9.0,-4.739,1.0,0.0442,0.0117,0.00994,0.347,0.404,135.225,373512.0,0,0,0,0,0,1,0.0
0.545,0.584,6.0,-7.643,0.0,0.0888,0.0161,1.06e-05,0.177,0.534,144.153,390533.0,0,0,0,0,1,0,0.0
0.551,0.293,2.0,-12.503,1.0,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640.0,0,0,0,0,0,1,0.0
0.929,0.572,6.0,-6.928,0.0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231.0,0,0,0,1,0,0,1.0
0.531,0.481,4.0,-11.709,0.0,0.06,0.699,0.0,0.0842,0.491,138.45,516893.0,0,0,0,0,0,1,1.0
0.435,0.712,11.0,-5.566,1.0,0.144,0.0383,0.0,0.109,0.445,125.789,267147.0,0,0,0,0,1,0,0.0
0.603,0.803,1.0,-8.554,1.0,0.0439,0.0287,0.0216,0.115,0.436,124.995,197760.0,0,1,0,0,0,0,0.0
0.426,0.964,2.0,-4.741,1.0,0.0644,0.00161,2.93e-06,0.136,0.321,173.035,178507.0,0,0,0,0,0,1,0.0
0.442,0.585,0.0,-10.332,0.0,0.0964,0.0984,0.391,0.14,0.116,97.565,229413.0,0,0,1,0,0,0,1.0
0.552,0.741,11.0,-5.419,0.0,0.0542,0.284,8.2e-05,0.334,0.718,69.709,277046.0,0,0,0,1,0,0,0.0
0.678,0.817,8.0,-7.005,1.0,0.0675,0.0341,4.99e-06,0.344,0.77,114.987,252040.0,0,0,0,1,0,0,0.0
0.566,0.599,0.0,-7.864,1.0,0.0285,0.134,8.48e-05,0.177,0.234,166.109,188675.0,1,0,0,0,0,0,0.0
0.619,0.579,4.0,-9.307,1.0,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,225627.0,0,0,0,0,0,1,1.0
0.394,0.433,8.0,-13.473,1.0,0.374,0.485,7.81e-05,0.817,0.394,118.988,184080.0,0,0,0,1,0,0,0.0
0.691,0.89,10.0,-2.665,0.0,0.333,0.228,0.0,0.0872,0.156,90.274,206187.0,0,0,0,0,1,0,0.0
0.387,0.844,1.0,-4.063,1.0,0.0486,6.06e-05,0.00833,0.374,0.443,146.988,250612.0,0,0,0,0,0,1,0.0
0.945,0.565,2.0,-6.194,1.0,0.159,0.113,6.92e-06,0.0686,0.509,119.938,128880.0,0,0,0,0,1,0,1.0
0.867,0.726,1.0,-9.168,1.0,0.0928,0.0777,0.677,0.0876,0.717,120.002,304536.0,1,0,0,0,0,0,0.0
0.81,0.534,10.0,-7.791,0.0,0.0599,0.131,0.00375,0.0671,0.863,97.87,257680.0,0,0,0,1,0,0,1.0
0.469,0.537,9.0,-10.421,1.0,0.152,0.0241,0.00201,0.269,0.783,124.193,382834.0,0,0,0,0,0,1,0.0
0.316,0.739,0.0,-5.843,1.0,0.0338,0.036,0.0,0.187,0.371,174.903,201240.0,0,0,0,0,0,1,1.0
0.836,0.611,4.0,-6.555,0.0,0.132,0.102,0.0148,0.0553,0.754,96.228,224320.0,0,0,0,0,1,0,0.0
0.862,0.52,6.0,-8.166,0.0,0.0654,0.371,0.00323,0.0934,0.633,95.029,174384.0,0,1,0,0,0,0,0.0
0.639,0.791,10.0,-4.443,0.0,0.253,0.0275,0.0,0.362,0.939,92.603,222347.0,0,1,0,0,0,0,1.0
0.494,0.637,5.0,-6.381,1.0,0.0333,0.669,0.0,0.0882,0.1,147.924,274693.0,0,0,1,0,0,0,0.0
0.653,0.519,2.0,-10.164,1.0,0.0497,0.406,0.0209,0.101,0.822,98.883,153693.0,0,0,0,0,0,1,0.0
0.541,0.58,10.0,-9.547,0.0,0.443,0.163,0.0,0.113,0.536,157.025,246181.0,0,0,0,0,1,0,0.0
0.741,0.744,7.0,-4.099,0.0,0.0472,0.103,0.0,0.0852,0.898,85.987,174616.0,0,0,0,1,0,0,0.0
0.75,0.76,1.0,-4.836,1.0,0.198,0.187,0.0,0.0548,0.893,183.817,195213.0,0,1,0,0,0,0,1.0
0.824,0.716,7.0,-4.504,0.0,0.0732,0.0608,0.0,0.262,0.329,99.991,147988.0,0,0,0,0,1,0,0.0
0.467,0.771,3.0,-3.738,1.0,0.0668,0.0138,0.0,0.0956,0.36,172.685,219191.0,1,0,0,0,0,0,0.0
0.751,0.84,6.0,-4.674,0.0,0.108,0.0953,0.0,0.653,0.509,88.039,256465.0,0,1,0,0,0,0,0.0
0.724,0.822,11.0,-5.74,0.0,0.0451,0.198,0.0,0.631,0.806,83.998,210427.0,0,1,0,0,0,0,0.0
0.529,0.436,8.0,-10.66,0.0,0.0707,0.365,0.000666,0.0641,0.185,119.583,192724.0,0,0,1,0,0,0,0.0
0.817,0.672,11.0,-5.612,0.0,0.299,0.441,0.0,0.13,0.774,93.999,332240.0,0,1,0,0,0,0,0.0
0.656,0.897,2.0,-3.301,1.0,0.0669,0.00495,0.581,0.0888,0.148,127.968,172630.0,1,0,0,0,0,0,0.0
0.552,0.961,1.0,-4.328,1.0,0.0868,0.000469,0.383,0.379,0.265,127.92,144844.0,1,0,0,0,0,0,0.0
0.677,0.497,5.0,-5.763,1.0,0.0809,0.152,0.0,0.0911,0.419,99.137,236853.0,0,1,0,0,0,0,1.0
0.86,0.556,9.0,-9.384,1.0,0.25,0.527,0.0,0.0979,0.597,109.03,195548.0,0,0,0,0,1,0,0.0
0.518,0.596,6.0,-6.653,0.0,0.124,0.569,0.0,0.133,0.326,100.28,190867.0,0,0,1,0,0,0,0.0
0.794,0.527,4.0,-3.285,1.0,0.07,0.774,0.0,0.0829,0.864,92.12,195652.0,0,1,0,0,0,0,1.0
0.353,0.354,10.0,-13.448,1.0,0.0575,0.797,0.0,0.582,0.71,90.563,167413.0,0,0,0,1,0,0,0.0
0.637,0.759,5.0,-4.804,1.0,0.0809,0.0244,0.0,0.0991,0.304,98.035,146020.0,0,0,1,0,0,0,1.0
0.674,0.612,1.0,-8.046,0.0,0.194,0.197,0.000745,0.0973,0.629,89.03,259867.0,0,0,0,1,0,0,0.0
0.445,0.97,6.0,-4.867,1.0,0.0693,5.92e-06,0.846,0.268,0.239,90.017,204324.0,0,0,0,0,0,1,0.0
0.708,0.711,7.0,-5.064,1.0,0.41,0.0599,0.0,0.0556,0.475,185.974,157655.0,0,0,0,0,1,0,0.0
0.654,0.672,0.0,-5.98,0.0,0.311,0.471,0.0,0.0781,0.343,181.857,249520.0,0,1,0,0,0,0,1.0
0.57,0.704,1.0,-8.32,1.0,0.0314,0.0104,0.446,0.0905,0.437,115.037,214987.0,0,0,0,1,0,0,0.0
0.733,0.903,2.0,-4.955,1.0,0.0523,0.0375,0.304,0.0807,0.819,122.035,161434.0,1,0,0,0,0,0,0.0
0.424,0.632,9.0,-7.243,1.0,0.0922,0.021,0.0117,0.0545,0.356,97.694,254533.0,0,0,0,0,0,1,0.0
0.618,0.795,2.0,-1.8,1.0,0.113,0.0655,0.0,0.309,0.76,185.901,206279.0,0,1,0,0,0,0,1.0
0.531,0.836,11.0,-5.204,0.0,0.101,0.00109,0.0,0.0447,0.637,169.171,208693.0,0,0,0,0,0,1,1.0
0.5,0.98,4.0,-2.616,0.0,0.137,0.00875,0.257,0.189,0.285,159.93,241500.0,1,0,0,0,0,0,0.0
0.722,0.821,1.0,-3.856,0.0,0.165,0.073,0.0,0.631,0.721,127.944,210293.0,0,1,0,0,0,0,1.0
0.768,0.829,5.0,-5.109,1.0,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333.0,0,0,0,0,0,1,0.0
0.729,0.97,7.0,-4.632,0.0,0.0907,0.00648,0.412,0.21,0.671,140.028,192013.0,1,0,0,0,0,0,0.0
0.535,0.951,7.0,-5.859,1.0,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,304080.0,0,0,1,0,0,0,1.0
0.474,0.878,7.0,-3.437,1.0,0.0845,0.000261,0.0114,0.112,0.501,150.03,221033.0,0,0,0,0,0,1,0.0
0.581,0.514,7.0,-8.364,1.0,0.0551,0.75,6.96e-05,0.171,0.258,80.034,292500.0,0,0,0,1,0,0,0.0
0.165,0.29,5.0,-9.881,1.0,0.0316,0.701,0.00113,0.286,0.241,174.61,179893.0,0,0,0,1,0,0,0.0
0.573,0.788,0.0,-5.923,1.0,0.0871,0.0013,0.0,0.292,0.235,96.879,195499.0,0,0,0,1,0,0,0.0
0.728,0.318,6.0,-12.446,1.0,0.0776,0.182,0.951,0.115,0.909,89.748,93000.0,0,0,0,0,1,0,0.0
0.829,0.826,6.0,-7.952,1.0,0.161,0.3,2.94e-05,0.0825,0.925,152.045,219320.0,0,0,0,0,1,0,0.0
0.439,0.819,6.0,-4.253,1.0,0.0751,0.0134,0.0,0.2,0.567,179.885,205977.0,0,0,1,0,0,0,0.0
0.229,0.671,8.0,-5.567,1.0,0.0437,0.0787,0.0,0.1,0.412,69.922,367440.0,0,0,0,0,0,1,0.0
0.609,0.801,0.0,-4.417,0.0,0.034,0.0137,0.00349,0.127,0.407,129.99,243413.0,1,0,0,0,0,0,0.0
0.737,0.614,6.0,-6.001,0.0,0.4,0.0168,0.0534,0.0682,0.406,127.987,368480.0,1,0,0,0,0,0,0.0
0.764,0.567,0.0,-8.585,1.0,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,198907.0,0,1,0,0,0,0,0.0
0.599,0.805,5.0,-7.07,1.0,0.0277,0.0863,0.0013,0.566,0.962,120.049,209360.0,0,0,0,0,0,1,0.0
0.63,0.688,2.0,-9.816,1.0,0.0266,0.124,4.78e-05,0.158,0.893,124.825,218040.0,0,0,0,0,0,1,0.0
0.623,0.68,2.0,-13.255,1.0,0.0282,0.0056,0.000425,0.148,0.737,129.713,237093.0,0,0,0,0,0,1,0.0
0.756,0.572,9.0,-7.019,1.0,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400.0,0,0,1,0,0,0,1.0
0.757,0.888,2.0,-2.989,0.0,0.128,0.21,0.0,0.367,0.858,108.564,298307.0,0,1,0,0,0,0,1.0
0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541,205427.0,0,0,0,0,1,0,1.0
0.687,0.404,9.0,-9.481,0.0,0.0812,0.377,0.0,0.0813,0.448,75.009,277840.0,0,0,0,1,0,0,0.0
0.762,0.711,1.0,-4.219,0.0,0.17,0.037,0.0,0.122,0.471,99.066,269133.0,0,0,0,1,0,0,0.0
0.415,0.774,6.0,-6.887,1.0,0.0868,0.00865,0.000195,0.135,0.105,86.709,159545.0,0,0,1,0,0,0,0.0
0.868,0.619,11.0,-5.008,1.0,0.0932,0.18,0.0,0.122,0.85,90.989,264427.0,0,1,0,0,0,0,0.0
0.672,0.346,5.0,-12.098,1.0,0.0512,0.64,0.00169,0.161,0.317,92.97,134166.0,0,0,0,0,1,0,0.0
0.448,0.603,7.0,-7.176,1.0,0.064,0.433,0.0,0.0862,0.422,205.272,221307.0,0,0,1,0,0,0,0.0
0.553,0.209,7.0,-10.995,0.0,0.0319,0.814,0.0,0.113,0.248,119.592,189758.0,0,0,1,0,0,0,0.0
0.768,0.676,11.0,-6.252,1.0,0.138,0.174,0.00021,0.152,0.61,109.96,173340.0,0,0,1,0,0,0,0.0
0.911,0.664,10.0,-8.514,0.0,0.0777,0.0291,0.0,0.129,0.8,125.972,112381.0,0,0,0,0,1,0,1.0
0.901,0.752,6.0,-4.475,1.0,0.324,0.227,0.0,0.144,0.519,98.001,242907.0,0,1,0,0,0,0,1.0
0.903,0.686,2.0,-5.065,1.0,0.114,0.013,0.0,0.0484,0.686,114.98,173183.0,0,0,0,0,1,0,1.0
0.793,0.832,1.0,-4.862,0.0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,196160.0,0,0,1,0,0,0,0.0
0.547,0.863,8.0,-2.844,1.0,0.352,0.0186,0.0133,0.278,0.572,144.951,250345.0,1,0,0,0,0,0,0.0
