danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,edm,latin,pop,r&b,rap,rock,predicted_value
0.627,0.717,8.0,-5.751,0.0,0.0376,0.017,0.0,0.261,0.561,105.05,247427.0,1,0,0,0,0,0,0.0
0.837,0.776,6.0,-6.505,1.0,0.0617,0.0415,4.27e-06,0.236,0.466,121.99,178121.0,1,0,0,0,0,0,0.0
0.899,0.47,10.0,-11.451,0.0,0.0903,0.0452,3.88e-06,0.0412,0.646,96.023,160000.0,0,0,0,0,1,0,1.0
0.741,0.594,1.0,-5.949,1.0,0.0604,0.118,0.0206,0.14,0.348,84.493,153373.0,0,0,0,0,1,0,0.0
0.708,0.582,7.0,-8.691,1.0,0.0241,0.398,0.798,0.0938,0.637,114.974,346600.0,0,0,0,0,0,1,0.0
0.426,0.835,3.0,-8.28,0.0,0.344,0.0318,0.0,0.0324,0.545,94.096,197053.0,0,0,0,0,1,0,0.0
0.406,0.698,8.0,-7.024,1.0,0.0624,0.186,0.0,0.233,0.333,109.266,296480.0,0,0,0,0,0,1,1.0
0.509,0.671,1.0,-5.709,1.0,0.0678,0.304,0.0,0.0452,0.55,118.413,227480.0,0,0,1,0,0,0,1.0
0.924,0.74,8.0,-1.299,1.0,0.0774,0.0827,0.0,0.163,0.621,133.974,222293.0,0,0,0,1,0,0,1.0
0.696,0.849,7.0,-4.391,1.0,0.289,0.0457,0.0,0.372,0.502,108.127,173910.0,0,1,0,0,0,0,0.0
0.808,0.994,4.0,-7.764,0.0,0.0602,0.000291,0.893,0.295,0.309,124.003,313394.0,1,0,0,0,0,0,0.0
0.622,0.808,1.0,-5.184,1.0,0.0342,0.0112,0.0,0.0606,0.632,128.0,214920.0,1,0,0,0,0,0,0.0
0.694,0.719,6.0,-12.734,0.0,0.048,0.47,0.00121,0.44,0.972,126.212,220733.0,0,0,1,0,0,0,0.0
0.814,0.666,6.0,-6.555,1.0,0.0635,0.488,4.23e-05,0.108,0.714,94.02,230000.0,0,0,0,0,1,0,0.0
0.474,0.802,3.0,-7.161,0.0,0.0453,7.35e-05,0.749,0.0724,0.248,108.388,184907.0,0,0,0,0,0,1,0.0
0.668,0.43,9.0,-15.021,1.0,0.0311,0.415,8.9e-06,0.0569,0.772,92.428,260840.0,0,0,1,0,0,0,0.0
0.956,0.427,6.0,-7.39,0.0,0.447,0.799,0.0,0.0886,0.271,123.083,183881.0,0,0,0,0,1,0,1.0
0.859,0.75,8.0,-8.325,0.0,0.303,0.0193,0.0,0.0538,0.857,98.691,345717.0,0,0,0,0,1,0,0.0
0.816,0.781,1.0,-4.237,0.0,0.0425,0.692,0.00935,0.0835,0.937,99.95,185899.0,0,0,0,1,0,0,0.0
0.337,0.19,1.0,-17.009,1.0,0.161,0.929,0.852,0.193,0.0674,79.744,147000.0,0,0,0,0,1,0,0.0
0.588,0.697,3.0,-4.744,0.0,0.0372,0.186,0.000219,0.103,0.225,125.157,190417.0,0,0,1,0,0,0,0.0
0.825,0.655,5.0,-8.475,0.0,0.255,0.436,0.0,0.138,0.8,145.045,178759.0,0,0,0,0,1,0,0.0
0.637,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733.0,0,0,0,1,0,0,1.0
0.737,0.819,11.0,-5.056,0.0,0.0446,0.0726,0.0,0.36,0.904,139.988,157929.0,1,0,0,0,0,0,1.0
0.654,0.874,6.0,-3.885,1.0,0.0543,0.169,1.77e-06,0.134,0.542,119.85,184027.0,0,0,1,0,0,0,1.0
0.861,0.599,1.0,-4.205,1.0,0.246,0.183,0.0,0.0921,0.869,102.119,186893.0,0,1,0,0,0,0,1.0
0.751,0.969,9.0,-3.149,1.0,0.0771,0.000413,0.759,0.265,0.214,125.984,160164.0,1,0,0,0,0,0,0.0
0.462,0.91,1.0,-7.198,1.0,0.0359,8.58e-05,0.0469,0.0863,0.616,155.69,214907.0,0,0,0,0,0,1,0.0
0.721,0.552,0.0,-5.179,1.0,0.0705,0.00121,0.00973,0.0929,0.552,125.997,291693.0,1,0,0,0,0,0,0.0
0.69,0.385,0.0,-8.444,1.0,0.0817,0.181,0.0,0.236,0.19,129.958,226101.0,0,0,0,0,1,0,0.0
0.681,0.783,7.0,-5.986,1.0,0.034,0.132,0.0112,0.156,0.756,117.985,203539.0,0,0,1,0,0,0,0.0
0.886,0.479,4.0,-8.054,0.0,0.334,0.077,0.0,0.135,0.408,130.029,158692.0,0,0,0,0,1,0,1.0
0.589,0.745,1.0,-6.237,1.0,0.0526,0.000467,0.0152,0.0502,0.348,128.019,193370.0,1,0,0,0,0,0,0.0
0.831,0.388,9.0,-11.917,1.0,0.117,0.0932,0.000546,0.102,0.179,115.024,169043.0,1,0,0,0,0,0,0.0
0.586,0.594,5.0,-7.585,1.0,0.0775,0.591,0.000365,0.137,0.381,149.79,264573.0,0,0,0,1,0,0,0.0
0.595,0.662,11.0,-6.858,0.0,0.0362,0.0178,0.0,0.0804,0.417,96.053,218447.0,0,1,0,0,0,0,0.0
0.55,0.926,9.0,-5.343,1.0,0.0535,0.21,0.000205,0.567,0.414,109.797,193760.0,0,0,0,0,0,1,0.0
0.816,0.63,2.0,-5.568,1.0,0.226,0.133,0.0,0.0692,0.715,96.493,131607.0,0,0,0,1,0,0,1.0
0.413,0.873,8.0,-4.151,1.0,0.0535,0.000264,0.0025,0.204,0.481,116.681,218933.0,0,0,0,0,0,1,0.0
0.775,0.731,8.0,-5.446,1.0,0.134,0.189,0.0,0.129,0.821,131.105,256427.0,0,0,0,1,0,0,0.0
0.48,0.875,1.0,-5.898,1.0,0.0429,1.62e-05,0.000751,0.103,0.826,116.754,300827.0,0,0,1,0,0,0,0.0
0.925,0.548,7.0,-6.572,1.0,0.0658,0.394,0.000128,0.11,0.0922,100.015,183160.0,0,0,1,0,0,0,1.0
0.792,0.596,11.0,-5.908,0.0,0.192,0.0747,0.0,0.218,0.653,95.982,135113.0,0,0,0,1,0,0,1.0
0.737,0.597,7.0,-7.333,1.0,0.118,0.292,0.0,0.13,0.448,92.049,222987.0,0,0,0,1,0,0,0.0
0.605,0.664,8.0,-7.162,1.0,0.0316,0.00548,3e-06,0.204,0.164,103.997,176417.0,1,0,0,0,0,0,0.0
0.758,0.671,8.0,-3.93,1.0,0.0428,0.021,0.0,0.256,0.258,130.009,196413.0,0,0,0,1,0,0,1.0
0.644,0.848,1.0,-3.676,0.0,0.0477,0.00231,0.0,0.4,0.586,130.156,191402.0,0,0,1,0,0,0,0.0
0.705,0.546,9.0,-9.833,0.0,0.0732,0.548,0.921,0.103,0.102,124.195,143226.0,1,0,0,0,0,0,0.0
0.591,0.822,8.0,-4.0,1.0,0.26,0.00715,0.000196,0.147,0.27,94.159,206893.0,0,0,0,0,1,0,0.0
0.548,0.46,2.0,-8.262,1.0,0.0671,0.118,0.0,0.189,0.298,127.854,169599.0,0,0,0,0,1,0,0.0
0.723,0.807,7.0,-4.23,0.0,0.123,0.259,0.0,0.127,0.851,93.027,178040.0,0,1,0,0,0,0,1.0
0.579,0.88,1.0,-3.154,1.0,0.0633,0.00607,1.16e-06,0.268,0.632,128.047,197720.0,0,0,1,0,0,0,0.0
0.794,0.493,5.0,-7.257,1.0,0.0563,0.212,0.0133,0.13,0.626,92.026,201434.0,0,0,1,0,0,0,0.0
0.432,0.74,7.0,-5.053,1.0,0.062,0.0342,6.59e-06,0.14,0.193,139.42,242520.0,0,0,1,0,0,0,1.0
0.716,0.911,10.0,-3.433,0.0,0.0538,0.0855,0.0,0.14,0.4,123.925,226118.0,1,0,0,0,0,0,0.0
0.683,0.585,8.0,-6.76,1.0,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000.0,0,0,0,0,0,1,0.0
0.733,0.986,5.0,-2.148,0.0,0.23,0.00791,0.888,0.36,0.435,127.986,312246.0,1,0,0,0,0,0,0.0
0.672,0.388,6.0,-15.317,0.0,0.0656,0.859,0.914,0.144,0.619,69.017,104348.0,0,0,0,0,1,0,0.0
0.6,0.731,2.0,-4.254,1.0,0.0385,0.262,6.19e-06,0.162,0.328,106.903,204112.0,0,0,1,0,0,0,0.0
0.723,0.914,9.0,-5.13,0.0,0.0409,0.0862,0.723,0.231,0.893,135.547,220027.0,0,0,1,0,0,0,0.0
0.675,0.87,1.0,-4.673,1.0,0.0866,0.0277,0.404,0.208,0.377,127.001,164409.0,1,0,0,0,0,0,0.0
0.607,0.74,4.0,-4.793,0.0,0.172,0.0829,0.0,0.105,0.219,108.05,189401.0,0,0,1,0,0,0,1.0
0.595,0.714,1.0,-5.705,1.0,0.0609,0.0381,0.0,0.08,0.141,88.449,325333.0,0,0,0,0,0,1,0.0
0.815,0.767,8.0,-9.138,0.0,0.08,0.00931,0.843,0.0943,0.644,127.708,491867.0,1,0,0,0,0,0,0.0
0.689,0.562,7.0,-7.048,0.0,0.0637,0.0656,0.0,0.0885,0.21,133.987,291133.0,0,0,0,1,0,0,0.0
0.803,0.631,8.0,-4.213,1.0,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,216575.0,0,0,1,0,0,0,1.0
0.64,0.946,11.0,-2.649,0.0,0.0879,0.336,0.39,0.0754,0.374,126.047,167624.0,1,0,0,0,0,0,0.0
0.528,0.826,7.0,-3.646,1.0,0.19,0.0859,2.28e-06,0.311,0.349,135.794,178235.0,1,0,0,0,0,0,0.0
0.563,0.924,2.0,-5.567,1.0,0.0734,0.00156,1.15e-06,0.0468,0.539,90.928,187240.0,0,0,0,0,0,1,0.0
0.521,0.989,11.0,-2.386,0.0,0.123,0.0066,2.1e-06,0.207,0.361,101.02,168726.0,0,0,0,0,0,1,0.0
0.364,0.925,4.0,-4.224,1.0,0.0659,6.01e-05,0.000251,0.0603,0.301,153.981,258973.0,0,0,0,0,0,1,1.0
0.612,0.659,6.0,-6.995,0.0,0.406,0.0137,0.0,0.417,0.393,99.137,136093.0,0,0,0,0,1,0,0.0
0.934,0.759,6.0,-5.873,0.0,0.185,0.0102,0.0,0.0818,0.927,123.857,227107.0,0,0,0,0,1,0,0.0
0.348,0.278,4.0,-11.839,1.0,0.0286,0.629,0.364,0.363,0.158,131.318,233341.0,1,0,0,0,0,0,0.0
0.84,0.724,2.0,-5.353,1.0,0.109,0.0878,0.0,0.0301,0.431,101.994,161178.0,0,0,1,0,0,0,1.0
0.578,0.482,9.0,-7.621,0.0,0.0249,0.034,3.23e-05,0.201,0.424,75.503,197120.0,0,0,0,0,0,1,0.0
0.715,0.84,0.0,-6.617,1.0,0.0527,0.151,0.00239,0.096,0.924,119.588,247707.0,0,1,0,0,0,0,0.0
0.901,0.464,5.0,-9.789,0.0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267.0,0,0,0,1,0,0,0.0
0.392,0.838,4.0,-6.396,1.0,0.0373,0.0102,1.78e-06,0.406,0.764,129.036,207133.0,0,0,0,0,0,1,1.0
0.728,0.808,11.0,-6.399,0.0,0.14,0.128,0.0,0.246,0.486,97.522,280333.0,0,0,0,1,0,0,0.0
0.57,0.899,0.0,-1.63,1.0,0.055,0.000332,0.591,0.13,0.0606,127.999,288809.0,1,0,0,0,0,0,0.0
0.679,0.634,5.0,-5.024,0.0,0.0654,0.232,0.0,0.115,0.498,102.013,210091.0,1,0,0,0,0,0,0.0
0.612,0.743,4.0,-7.25,1.0,0.0442,0.165,4.35e-05,0.319,0.347,118.913,218351.0,0,0,1,0,0,0,0.0
0.301,0.813,2.0,-8.786,0.0,0.0568,0.000674,0.000631,0.197,0.236,109.25,436960.0,0,0,0,0,0,1,0.0
0.607,0.755,7.0,-6.886,1.0,0.0317,0.219,0.00399,0.082,0.867,116.119,210720.0,0,0,0,0,0,1,0.0
0.862,0.668,1.0,-5.181,0.0,0.198,0.00605,0.0,0.156,0.532,84.809,120960.0,0,0,0,0,1,0,0.0
0.845,0.517,1.0,-9.35,1.0,0.31,0.202,0.00237,0.134,0.641,117.939,206400.0,0,0,0,1,0,0,0.0
0.637,0.904,10.0,-3.687,1.0,0.0432,0.00162,0.787,0.0941,0.397,128.011,301076.0,1,0,0,0,0,0,0.0
0.752,0.764,1.0,-4.399,1.0,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216.0,0,1,0,0,0,0,0.0
0.643,0.809,7.0,-3.275,1.0,0.028,0.45,1.22e-06,0.154,0.499,112.677,250107.0,0,1,0,0,0,0,1.0
0.678,0.99,3.0,-5.439,0.0,0.0425,0.000428,0.88,0.0747,0.235,128.001,168250.0,1,0,0,0,0,0,0.0
0.667,0.692,5.0,-8.361,1.0,0.0285,0.147,3.75e-05,0.349,0.846,96.021,151333.0,0,0,0,0,0,1,0.0
0.582,0.826,11.0,-4.599,0.0,0.0612,0.0614,2.7e-06,0.108,0.201,117.948,209933.0,0,0,1,0,0,0,0.0
0.87,0.574,1.0,-5.787,0.0,0.0665,0.0509,8.62e-06,0.105,0.679,120.027,198933.0,0,1,0,0,0,0,1.0
0.847,0.763,10.0,-1.971,0.0,0.0478,0.167,0.0,0.163,0.347,119.957,206000.0,0,0,0,0,1,0,0.0
0.779,0.973,7.0,-4.552,1.0,0.0607,0.235,0.0124,0.25,0.535,123.989,228387.0,1,0,0,0,0,0,0.0
0.71,0.735,10.0,-4.733,0.0,0.188,0.0134,0.00112,0.216,0.627,115.753,237253.0,0,0,0,1,0,0,0.0
0.846,0.394,5.0,-8.144,0.0,0.0996,0.36,0.0,0.0926,0.644,130.022,209255.0,0,0,0,1,0,0,1.0
0.817,0.685,1.0,-9.094,1.0,0.0705,0.0101,0.000776,0.0598,0.728,105.574,261800.0,0,0,0,1,0,0,0.0
0.635,0.891,0.0,-3.913,1.0,0.0265,0.00531,8.57e-05,0.0743,0.484,105.0,228053.0,0,0,1,0,0,0,1.0
0.854,0.723,6.0,-5.457,1.0,0.192,0.126,0.000484,0.106,0.359,117.985,185085.0,0,0,0,1,0,0,1.0
0.685,0.631,4.0,-9.351,0.0,0.0945,0.297,0.0234,0.182,0.281,107.992,182852.0,0,0,1,0,0,0,0.0
0.819,0.289,5.0,-9.791,0.0,0.417,0.935,0.918,0.101,0.371,85.02,120004.0,0,0,0,0,1,0,0.0
0.685,0.712,6.0,-4.302,0.0,0.0894,0.334,1.1e-06,0.047,0.483,114.989,196493.0,0,0,1,0,0,0,1.0
0.826,0.409,11.0,-10.69,0.0,0.113,0.766,0.625,0.101,0.469,135.987,130588.0,0,0,0,0,1,0,0.0
0.748,0.773,2.0,-6.42,0.0,0.283,0.152,0.0,0.198,0.873,77.895,224573.0,0,0,0,0,1,0,0.0
0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467.0,1,0,0,0,0,0,0.0
0.787,0.842,10.0,-9.417,0.0,0.0491,0.000555,0.905,0.0884,0.0785,126.021,460952.0,1,0,0,0,0,0,0.0
0.782,0.546,9.0,-10.477,1.0,0.215,0.088,0.0,0.114,0.453,138.125,200388.0,0,0,0,1,0,0,0.0
0.821,0.328,2.0,-11.709,1.0,0.127,0.409,0.0,0.125,0.204,116.989,151800.0,0,0,0,1,0,0,1.0
0.757,0.652,9.0,-14.916,0.0,0.0333,0.214,0.257,0.0903,0.862,124.369,332230.0,0,0,1,0,0,0,0.0
0.447,0.493,7.0,-6.584,1.0,0.0245,0.00613,0.0078,0.113,0.119,80.071,233013.0,0,0,0,0,0,1,0.0
0.809,0.876,6.0,-4.802,1.0,0.155,0.154,0.00527,0.0525,0.528,95.984,207200.0,0,1,0,0,0,0,0.0
0.619,0.767,4.0,-7.811,1.0,0.027,0.466,0.000279,0.387,0.644,129.947,186080.0,0,0,0,0,0,1,0.0
0.327,0.938,0.0,-3.237,1.0,0.0645,0.0708,3.79e-06,0.148,0.326,162.937,289560.0,0,0,0,0,0,1,0.0
0.406,0.91,10.0,-3.916,0.0,0.0594,0.0052,0.00236,0.0783,0.239,127.974,251446.0,1,0,0,0,0,0,0.0
0.734,0.543,1.0,-6.375,1.0,0.345,0.312,4.03e-06,0.0862,0.0417,122.029,228197.0,0,0,0,0,1,0,0.0
0.623,0.494,4.0,-7.521,0.0,0.0618,0.147,0.0,0.275,0.26,115.132,187795.0,0,0,0,0,1,0,0.0
0.331,0.919,3.0,-4.707,0.0,0.452,0.0367,0.000759,0.124,0.389,191.112,182344.0,1,0,0,0,0,0,0.0
0.611,0.644,6.0,-7.607,0.0,0.0553,0.124,0.0,0.124,0.13,105.969,221904.0,0,0,1,0,0,0,1.0
0.608,0.688,5.0,-7.655,0.0,0.0296,0.134,0.206,0.0951,0.749,114.414,334240.0,0,0,0,0,0,1,0.0
0.524,0.852,11.0,-4.604,0.0,0.0524,0.0362,0.0,0.112,0.196,127.868,196875.0,1,0,0,0,0,0,0.0
0.931,0.534,6.0,-7.058,0.0,0.322,0.0411,0.0,0.162,0.517,97.979,228640.0,0,0,0,0,1,0,1.0
0.538,0.775,8.0,-5.182,1.0,0.0349,0.00363,0.0,0.0659,0.397,80.059,183375.0,0,0,1,0,0,0,1.0
0.449,0.942,9.0,-4.23,1.0,0.108,0.0493,0.00565,0.273,0.356,137.557,205427.0,0,0,0,0,0,1,0.0
0.796,0.712,10.0,-4.47,0.0,0.0541,0.0424,0.00032,0.455,0.478,94.97,211093.0,0,1,0,0,0,0,0.0
0.694,0.621,11.0,-13.987,0.0,0.0357,0.395,0.0163,0.0822,0.732,114.057,290493.0,0,0,0,1,0,0,0.0
0.675,0.683,11.0,-7.586,0.0,0.031,0.448,0.734,0.0912,0.216,100.026,268800.0,1,0,0,0,0,0,0.0
0.433,0.887,4.0,-5.111,1.0,0.047,0.00597,2.87e-05,0.119,0.426,142.968,180840.0,0,0,0,0,0,1,0.0
0.96,0.624,2.0,-2.814,1.0,0.0838,0.206,0.0,0.132,0.478,109.986,229026.0,0,0,0,0,1,0,1.0
0.599,0.929,6.0,-3.93,1.0,0.423,0.044,0.0,0.319,0.646,97.979,224627.0,0,0,0,0,1,0,0.0
0.274,0.239,2.0,-10.202,1.0,0.0291,0.647,6.53e-06,0.101,0.122,141.854,355653.0,0,0,0,0,0,1,0.0
0.45,0.941,6.0,-4.725,1.0,0.0489,0.138,0.123,0.108,0.662,125.138,355267.0,0,0,0,0,0,1,0.0
0.778,0.504,9.0,-10.878,1.0,0.0468,0.128,0.902,0.0879,0.134,122.957,443455.0,1,0,0,0,0,0,0.0
0.472,0.881,2.0,-5.252,1.0,0.0524,0.0876,0.0,0.0698,0.502,178.858,232747.0,0,0,1,0,0,0,0.0
0.675,0.752,7.0,-5.949,1.0,0.0282,0.119,0.0,0.252,0.745,115.081,199587.0,0,0,0,0,0,1,0.0
0.678,0.368,1.0,-7.842,1.0,0.196,0.453,8.99e-05,0.0716,0.551,70.958,331280.0,0,0,0,1,0,0,0.0
0.699,0.531,0.0,-5.714,1.0,0.0889,0.107,0.0,0.568,0.701,127.967,243021.0,0,0,0,1,0,0,1.0
0.709,0.758,2.0,-6.431,0.0,0.0446,0.0333,0.00855,0.12,0.467,94.986,185806.0,1,0,0,0,0,0,0.0
0.643,0.874,0.0,-4.903,0.0,0.0403,0.236,1.35e-05,0.114,0.789,142.017,244158.0,0,0,1,0,0,0,0.0
0.779,0.854,9.0,-4.958,1.0,0.219,0.0462,0.0,0.21,0.379,91.992,290360.0,0,0,0,0,1,0,0.0
0.746,0.63,6.0,-4.453,0.0,0.0863,0.127,0.0,0.141,0.843,174.044,213793.0,0,1,0,0,0,0,1.0
0.618,0.967,1.0,-3.242,1.0,0.0713,0.00954,0.641,0.586,0.0499,129.974,169846.0,1,0,0,0,0,0,0.0
0.666,0.399,0.0,-13.593,0.0,0.0387,0.808,0.899,0.0884,0.344,100.006,253227.0,0,0,0,0,0,1,0.0
0.428,0.922,2.0,-1.814,1.0,0.0936,0.0766,0.0,0.0668,0.21,128.17,204375.0,1,0,0,0,0,0,0.0
0.836,0.67,5.0,-6.907,0.0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350.0,0,0,0,1,0,0,1.0
0.426,0.959,0.0,-4.95,1.0,0.0525,5.36e-05,6.54e-06,0.707,0.372,155.01,242680.0,0,0,0,0,0,1,0.0
0.81,0.764,0.0,-5.7,1.0,0.0981,0.549,1.23e-06,0.0925,0.697,110.063,194182.0,0,1,0,0,0,0,1.0
0.644,0.414,2.0,-10.358,1.0,0.0341,0.541,0.000133,0.0835,0.651,92.049,213913.0,0,0,1,0,0,0,0.0
0.399,0.762,1.0,-5.953,1.0,0.124,0.0345,7.41e-05,0.146,0.403,177.774,203000.0,0,0,1,0,0,0,0.0
0.263,0.648,6.0,-6.843,1.0,0.0496,0.485,0.000152,0.137,0.24,69.404,261400.0,0,0,0,0,0,1,0.0
0.505,0.833,0.0,-4.632,1.0,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,224333.0,0,0,0,0,0,1,1.0
0.745,0.669,9.0,-3.613,1.0,0.129,0.522,0.0,0.154,0.699,143.164,181154.0,0,0,1,0,0,0,1.0
0.827,0.646,1.0,-4.727,0.0,0.0766,0.0724,0.0,0.247,0.512,92.057,197840.0,0,1,0,0,0,0,1.0
0.721,0.803,11.0,-8.579,1.0,0.0521,0.0101,6.64e-06,0.0637,0.786,105.12,276427.0,0,0,0,1,0,0,0.0
0.447,0.625,3.0,-8.053,1.0,0.333,0.902,0.0,0.108,0.864,85.129,149547.0,0,1,0,0,0,0,0.0
0.659,0.617,11.0,-5.862,0.0,0.0649,0.27,0.0,0.187,0.187,119.858,164010.0,0,0,1,0,0,0,1.0
0.335,0.776,9.0,-5.32,0.0,0.0325,9.27e-06,9.51e-06,0.369,0.219,90.59,276867.0,0,0,0,0,0,1,0.0
0.442,0.491,7.0,-6.598,1.0,0.0246,0.00693,0.00491,0.114,0.125,79.954,232120.0,0,0,0,0,0,1,0.0
0.705,0.439,6.0,-10.246,1.0,0.0263,0.378,1.75e-05,0.0654,0.65,112.397,258893.0,0,0,0,1,0,0,0.0
0.401,0.688,10.0,-6.185,0.0,0.222,0.354,0.0,0.124,0.625,91.964,230747.0,0,0,0,1,0,0,0.0
0.644,0.945,7.0,-5.158,1.0,0.0415,0.019,2.63e-06,0.14,0.832,101.994,217741.0,0,1,0,0,0,0,0.0
0.615,0.244,5.0,-10.168,1.0,0.407,0.491,0.837,0.0781,0.438,183.07,209250.0,0,0,0,0,1,0,0.0
0.574,0.593,4.0,-5.731,0.0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,194686.0,0,0,1,0,0,0,1.0
0.69,0.416,7.0,-7.865,1.0,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600.0,0,1,0,0,0,0,0.0
0.702,0.836,5.0,-6.7,0.0,0.132,0.0108,5.06e-06,0.162,0.558,125.027,218880.0,1,0,0,0,0,0,0.0
0.444,0.859,8.0,-4.422,1.0,0.0299,0.0104,0.000543,0.0864,0.626,72.491,208257.0,0,0,0,0,0,1,1.0
0.751,0.556,9.0,-5.066,0.0,0.043,0.00222,6.09e-06,0.104,0.369,123.98,263013.0,0,0,0,1,0,0,1.0
0.59,0.538,0.0,-7.556,1.0,0.0435,0.142,0.0,0.137,0.146,145.111,191312.0,1,0,0,0,0,0,0.0
0.623,0.668,0.0,-7.551,1.0,0.0324,0.135,0.225,0.106,0.14,139.989,276760.0,0,0,0,0,0,1,0.0
0.634,0.543,2.0,-13.521,1.0,0.0324,0.0169,0.00127,0.315,0.441,121.931,405291.0,0,0,1,0,0,0,0.0
0.743,0.798,9.0,-8.263,1.0,0.0557,0.00346,0.00131,0.259,0.928,128.968,360427.0,1,0,0,0,0,0,0.0
0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,1,0,0,0,0,0,0.0
0.668,0.394,8.0,-12.811,0.0,0.0293,0.978,0.0941,0.112,0.457,138.551,239703.0,0,0,1,0,0,0,0.0
0.49,0.967,3.0,-2.689,1.0,0.0708,0.0164,0.0,0.107,0.347,130.929,216547.0,0,0,1,0,0,0,0.0
0.441,0.673,2.0,-4.267,1.0,0.0355,0.093,0.0,0.688,0.421,128.024,196875.0,1,0,0,0,0,0,0.0
0.569,0.471,11.0,-9.688,1.0,0.0259,0.166,9.41e-06,0.419,0.409,104.998,226763.0,0,0,0,0,0,1,0.0
0.49,0.724,2.0,-9.581,1.0,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506.0,0,0,0,0,0,1,0.0
0.894,0.698,6.0,-8.264,0.0,0.275,0.0279,3.52e-06,0.329,0.695,98.104,336917.0,0,0,0,0,1,0,0.0
0.56,0.835,6.0,-4.869,1.0,0.122,0.00533,0.000992,0.174,0.786,126.115,180952.0,0,1,0,0,0,0,0.0
0.827,0.491,11.0,-7.305,0.0,0.1,0.0579,8.68e-05,0.292,0.647,93.019,237787.0,0,0,0,1,0,0,0.0
0.87,0.92,9.0,-2.858,0.0,0.0538,0.00819,0.000838,0.083,0.852,99.123,266493.0,0,0,0,1,0,0,0.0
0.547,0.789,8.0,-5.619,1.0,0.042,0.00871,0.0,0.1,0.345,129.916,193911.0,1,0,0,0,0,0,0.0
0.738,0.536,11.0,-9.667,0.0,0.123,0.0313,0.0535,0.0846,0.93,161.968,251773.0,0,0,0,1,0,0,0.0
0.348,0.263,0.0,-8.531,1.0,0.0516,0.835,0.654,0.129,0.12,74.517,236000.0,0,0,1,0,0,0,0.0
0.643,0.592,9.0,-6.09,1.0,0.0331,0.29,1.58e-06,0.106,0.477,120.049,239520.0,0,0,0,1,0,0,1.0
0.307,0.433,1.0,-10.057,1.0,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960.0,0,0,0,0,0,1,1.0
0.441,0.608,3.0,-2.979,0.0,0.0344,0.00923,0.000155,0.145,0.209,123.777,258516.0,0,0,0,0,0,1,1.0
0.609,0.93,2.0,-6.088,1.0,0.0491,0.039,0.0264,0.0948,0.771,128.026,228013.0,0,0,1,0,0,0,0.0
0.451,0.832,5.0,-5.371,0.0,0.0429,0.314,0.0,0.0722,0.435,156.104,230133.0,0,1,0,0,0,0,0.0
0.736,0.588,7.0,-4.619,1.0,0.345,0.274,0.0,0.105,0.364,171.954,181845.0,0,1,0,0,0,0,1.0
0.871,0.743,2.0,-5.442,1.0,0.277,0.00212,0.0,0.141,0.576,130.977,278827.0,0,0,0,0,1,0,0.0
0.765,0.671,9.0,-5.249,0.0,0.278,0.344,0.0,0.0506,0.798,84.5,249867.0,0,0,0,0,1,0,0.0
0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0,0,0,1,0,0,0,1.0
0.564,0.563,9.0,-9.33,0.0,0.255,0.506,0.0,0.113,0.392,176.209,236613.0,0,0,0,0,1,0,0.0
0.569,0.726,4.0,-5.343,1.0,0.178,0.1,0.0,0.244,0.373,185.946,188664.0,0,0,0,1,0,0,0.0
0.695,0.316,6.0,-16.669,1.0,0.0511,0.136,0.0,0.0706,0.828,75.157,315640.0,0,0,0,1,0,0,0.0
0.573,0.941,1.0,-3.593,0.0,0.0483,0.0254,0.000291,0.182,0.624,150.045,226000.0,0,0,0,0,1,0,0.0
0.781,0.773,1.0,-7.627,1.0,0.116,0.00238,0.45,0.075,0.521,127.999,128906.0,1,0,0,0,0,0,0.0
0.51,0.937,1.0,-6.795,1.0,0.0929,0.0147,1.5e-06,0.257,0.449,128.115,176719.0,1,0,0,0,0,0,0.0
0.57,0.814,8.0,-4.592,1.0,0.0491,0.00144,3.22e-06,0.226,0.412,87.466,239262.0,0,0,0,0,0,1,0.0
0.766,0.548,7.0,-7.834,1.0,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,174448.0,0,0,1,0,0,0,0.0
0.723,0.794,11.0,-7.136,0.0,0.0365,0.413,0.113,0.0928,0.589,120.007,191573.0,0,0,1,0,0,0,0.0
